Initalisierung abgeschlossen !
****************************************************************************************
Taste drücken, um Phase 1 zu starten.
Start Phase 1: Beide Tore werden jetzt mit PWM=200 bis zum Anschlag geöffnet (PHASE1_OPENING)....
Initiale Werte:	4482;	 st:1;	 PWM-R:0;	 PWM-L:0;	 I-R:0;	 I-L:0;	 I-R-Lim:0;	 I-L-Lim:0;	 PWM-R-Ziel:200;	 PWM-L-Ziel:200;	 R-Blk:0;	 L-Blk:0
Start Phase 1: Das linke Tor hat jetzt den Anschlag erreicht (PHASE1_OPENING)....
Start Phase 1: Das rechte Tor hat jetzt den Anschlag erreicht (PHASE1_OPENING)....
Phase 1: Beide Tore sind nun bis zum Anschlag geöffnet und gestoppt
Phase 1: ...  3 Sekunden Pause zur Beruhigung der Tore .....
Phase 1: Ermitteln des erforderlichen PWM-Wertes für Erkennung Überlast/Anschlag beginnt (PHASE1_TESTING)....
Initiale Werte:	14544;	 st:2;	 PWM-R:0;	 PWM-L:0;	 I-R:340;	 I-L:0;	 I-R-Lim:290;	 I-L-Lim:290;	 PWM-R-Ziel:200;	 PWM-L-Ziel:200;	 R-Blk:0;	 L-Blk:0
14556:	 PWM(L): 0;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
1094 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1102 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1112 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1121 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1129 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1138 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1147 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1157 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1165 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1174 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1183 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1192 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1201 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1210 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1219 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1227 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1237 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1246 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1254 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1263 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1272 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1282 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1290 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1299 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1308 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1316 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1326 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1335 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1344 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1352 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1362 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1371 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1379 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1388 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1397 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1407 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1415 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1424 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1433 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1441 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1451 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1460 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1469 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1477 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1486 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1496 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1504 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1513 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1522 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1531 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1540 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1549 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1558 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1566 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1576 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1585 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1594 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1602 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1611 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1621 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1629 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1638 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1647 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1656 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1665 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1674 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1683 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1691 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1700 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1710 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1719 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1727 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1736 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1746 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1754 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1763 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1772 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1781 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1790 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1799 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1808 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1816 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1825 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1835 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1844 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1852 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1861 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1870 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1879 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1888 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1897 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1906 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1914 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1924 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1933 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1942 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1950 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1960 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1969 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1977 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1986 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
1995 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2005 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2013 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2022 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2031 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2039 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2049 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2058 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2067 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2075 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2084 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2094 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2102 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2111 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2120 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2130 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2138 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2147 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2156 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2164 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2174 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2183 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2192 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2200 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2209 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2219 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2227 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2236 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2245 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2254 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2263 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2272 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2281 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2289 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2298 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2308 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2317 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2325 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2334 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2344 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2352 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2361 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2370 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2379 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2388 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2397 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2406 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2414 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2423 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2433 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2442 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2450 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2459 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2468 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2477 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2486 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2495 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2504 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2512 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2522 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2531 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2539 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2548 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2558 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2567 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2575 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2584 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2593 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2602 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2611 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2620 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2629 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2637 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2647 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2656 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2664 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2673 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2682 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2692 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2700 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2709 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2718 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2728 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2736 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
